id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
15109.jpg,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Arrow Men Autoflex Black Trousers
31368.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,Locomotive White T-Shirt
15794.jpg,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Facit Men Grey String Bikini Briefs
3788.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Basics Men White & Blue Striped Polo T-shirt
11565.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Printed Green Kurtas
40934.jpg,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and JonyBoys Around the World White Shirts
4796.jpg,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Sports,ADIDAS Men's Ess Steel Short
56294.jpg,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Biara Women Rose  Bra
8163.jpg,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Highlander Men Red Checked Halden Slim Fit Shirt
52091.jpg,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Myntra Women Green T-shirt
40130.jpg,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys Core White Shirt
46406.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,ADIDAS Men Green Printed T-shirt
54305.jpg,Women,Apparel,Innerwear,Bra,Grey Melange,Summer,2017.0,Casual,Garfield Women Grey Melange Striped Bra GFA12-004
58731.jpg,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Puma Women Pink T-shirt
15190.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Solid Navy Blue Polo Tshirts
27436.jpg,Women,Apparel,Topwear,Tops,Black,Winter,2017.0,Sports,Jockey Women Black Racer Back Top
6069.jpg,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Young Pigment Pink T-shirt
8597.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Scullers Men Red Polo T-Shirts
8751.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Navy Blue Check Shirt
12145.jpg,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,Aurelia Women Blue Kurti
54334.jpg,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,Tokyo Talkies Women Blue Straight Skinny Fit Jeans
36324.jpg,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Mr.Men Boys Mr. Happy White T-shirt
26941.jpg,Women,Apparel,Topwear,Tshirts,Lavender,Summer,2012.0,Casual,Jealous 21 Women Printed Lavender T-shirt
59880.jpg,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012.0,Casual,Femella Women Black Stockings
3727.jpg,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Men's Orange Kansas City T-shirt
42659.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Alma Women Green Kurta
9420.jpg,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,John Miller Men Maroon grey Stripe Maroon Shirts
32378.jpg,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Arrow Woman Printed Multi Coloured Dress
33295.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Reversible Check Blue Shirt
30410.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Washed Blue Jeans
57378.jpg,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015.0,Casual,Amante Women Pink Briefs PFCL05
22784.jpg,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deniyo Men Washed Blue Jeans
4307.jpg,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex The Matrix Green Kidswear
2838.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Mr.Happy Blue T-shirt
14676.jpg,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Basics Men Brown Slim Fit Checked Shirt
27454.jpg,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Jockey Black Full-Coverage Bra 1616
8395.jpg,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Sports,ADIDAS Men Sf Str Slv Fs Ca Grey Sweaters
8361.jpg,Girls,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Doodle Girl's Tonight Night Rock Light Green Kidswear
3789.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Basics Men White & Green Striped Polo T-shirt
33250.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men  Green & Blue Check Shirt
4938.jpg,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Gini and Jony Boy's Kaden Grey Blue Infant Kidswear
